alloStress of truss 2        weight
   1000.0000000000000        28.288454900000001     
   1040.0000000000000        27.961402900000000     
   1080.0000000000000        27.666424299999999     
   1120.0000000000000        27.392515599999999     
   1160.0000000000000        27.138279699999998     
   1200.0000000000000        26.928318600000001     
   1240.0000000000000        26.765978499999999     
   1280.0000000000000        26.632155999999998     
   1320.0000000000000        26.532931500000000     
   1360.0000000000000        26.450944100000001     
   1400.0000000000000        26.403021500000001     
   1440.0000000000000        26.366041800000001     
   1480.0000000000000        26.360410000000002     
   1520.0000000000000        26.369781499999998     
   1560.0000000000000        26.416612700000002     
   1600.0000000000000        26.474130800000001     
   1640.0000000000000        26.548577600000002     
   1680.0000000000000        26.639827000000000     
   1720.0000000000000        26.748417400000001     
   1760.0000000000000        26.870411900000001     
   1800.0000000000000        27.020853899999999     
   1840.0000000000000        27.168702199999998     
   1880.0000000000000        27.324656399999999     
   1920.0000000000000        27.511884599999998     
   1960.0000000000000        27.644182600000001     
   2000.0000000000000        27.789418300000001     
   2040.0000000000000        27.877110399999999     
   2080.0000000000000        27.984385799999998     
   2120.0000000000000        28.024645799999998     
   2160.0000000000000        28.064471200000000     
   2200.0000000000000        28.078822299999999     
   2240.0000000000000        28.123391900000001     
   2280.0000000000000        28.136304800000001     
   2320.0000000000000        28.129885999999999     
   2360.0000000000000        28.176643100000000     
   2400.0000000000000        28.160876600000002     
   2440.0000000000000        28.174943700000000     
   2480.0000000000000        28.177199399999999     
   2520.0000000000000        28.195375400000000     
   2560.0000000000000        28.186649800000001     
   2600.0000000000000        28.208208200000001     
   2640.0000000000000        28.217482400000002     
   2680.0000000000000        28.212053999999998     
   2720.0000000000000        28.222799299999998     
   2760.0000000000000        28.204840699999998     
   2800.0000000000000        28.216886100000000     
   2840.0000000000000        28.201561399999999     
   2880.0000000000000        28.214025599999999     
   2920.0000000000000        28.214106999999998     
   2960.0000000000000        28.228187399999999     
   3000.0000000000000        28.229686600000001     
