alloStress of truss 2     weight
   1000.0000000000000        28.295609020823370     
   1040.0000000000000        27.940167452397453     
   1080.0000000000000        27.634725884716595     
   1120.0000000000000        27.377568588518621     
   1160.0000000000000        27.142127021880842     
   1200.0000000000000        26.944969726576943     
   1240.0000000000000        26.786096702606923     
   1280.0000000000000        26.658939408346100     
   1320.0000000000000        26.550066385121134     
   1360.0000000000000        26.479477633230047     
   1400.0000000000000        26.420604610750143     
   1440.0000000000000        26.400015859604114     
   1480.0000000000000        26.391142837869268     
   1520.0000000000000        26.391142837869268     
   1560.0000000000000        26.391142837869268     
   1600.0000000000000        26.391142837869268     
   1640.0000000000000        26.391142837869268     
   1680.0000000000000        26.391142837869268     
   1720.0000000000000        26.391142837869268     
   1760.0000000000000        26.391142837869268     
   1800.0000000000000        26.391142837869268     
   1840.0000000000000        26.391142837869268     
   1880.0000000000000        26.391142837869268     
   1920.0000000000000        26.391142837869268     
   1960.0000000000000        26.391142837869268     
   2000.0000000000000        26.391142837869268     
   2040.0000000000000        26.391142837869268     
   2080.0000000000000        26.391142837869268     
   2120.0000000000000        26.391142837869268     
   2160.0000000000000        26.391142837869268     
   2200.0000000000000        26.391142837869268     
   2240.0000000000000        26.391142837869268     
   2280.0000000000000        26.391142837869268     
   2320.0000000000000        26.391142837869268     
   2360.0000000000000        26.391142837869268     
   2400.0000000000000        26.391142837869268     
   2440.0000000000000        26.391142837869268     
   2480.0000000000000        26.391142837869268     
   2520.0000000000000        26.391142837869268     
   2560.0000000000000        26.391142837869268     
   2600.0000000000000        26.391142837869268     
   2640.0000000000000        26.391142837869268     
   2680.0000000000000        26.391142837869268     
   2720.0000000000000        26.391142837869268     
   2760.0000000000000        26.391142837869268     
   2800.0000000000000        26.391142837869268     
   2840.0000000000000        26.391142837869268     
   2880.0000000000000        26.391142837869268     
   2920.0000000000000        26.391142837869268     
   2960.0000000000000        26.391142837869268     
   3000.0000000000000        26.391142837869268     
