iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.3339919  38.2842713
        1   0.7070000   0.3339919   1.1310000   0.6838710  23.3368991
        2   0.7996170   0.2284074   1.0705000   0.7181452  24.9006580
        3   0.8559900   0.1640297   1.0435000   0.7411290  25.8513499
        4   0.8932256   0.1215671   1.0290000   0.7568548  26.4799055
        5   0.9191291   0.0920087   1.0205000   0.7685484  26.9169837
        6   0.9379713   0.0707131   1.0145000   0.7770161  27.2369645
        7   0.9515718   0.0549452   1.0110000   0.7834677  27.4639682
        8   0.9620391   0.0430478   1.0085000   0.7883065  27.6410537
        9   0.9702165   0.0339349   1.0065000   0.7919355  27.7812141
       10   0.9765229   0.0268742   1.0045000   0.7947581  27.8889798
       11   0.9809172   0.0213585   1.0040000   0.7975806  27.9581137
       12   0.9848409   0.0170351   1.0030000   0.7991935  28.0258581
       13   0.9877954   0.0136144   1.0025000   0.8008065  28.0752169
       14   0.9902649   0.0109025   1.0020000   0.8016129  28.1179457
       15   0.9922454   0.0087396   1.0015000   0.8028226  28.1523344
       16   0.9937338   0.0070163   1.0010000   0.8032258  28.1771994
