iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.2958214  38.2842713
        1   0.7070000   0.2958214   1.1515000   0.6346429  22.9551941
        2   0.8141105   0.1877410   1.0770000   0.6614286  24.9039318
        3   0.8767970   0.1241772   1.0450000   0.6785714  26.0413367
        4   0.9162529   0.0842631   1.0285000   0.6896429  26.7581760
        5   0.9423661   0.0581115   1.0185000   0.6971429  27.2352524
        6   0.9597999   0.0405120   1.0125000   0.7021429  27.5523592
        7   0.9717974   0.0284452   1.0085000   0.7057143  27.7710319
        8   0.9800576   0.0200742   1.0060000   0.7082143  27.9209576
        9   0.9859380   0.0142168   1.0040000   0.7100000  28.0287053
       10   0.9898817   0.0100939   1.0030000   0.7110714  28.0990227
       11   0.9928514   0.0071775   1.0020000   0.7121429  28.1538526
       12   0.9948371   0.0051114   1.0015000   0.7128571  28.1893558
       13   0.9963293   0.0036437   1.0010000   0.7132143  28.2168861
