iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.4601667  38.2842713
        1   0.7070000   0.4601667   1.0755000   0.8183333  24.5986465
        2   0.7603785   0.3765697   1.0440000   0.8594444  25.2724490
        3   0.7938352   0.3236408   1.0290000   0.8877778  25.6894564
        4   0.8168564   0.2873211   1.0205000   0.9083333  25.9773979
        5   0.8336019   0.2609833   1.0155000   0.9238889  26.1876561
        6   0.8465228   0.2411196   1.0115000   0.9355556  26.3544751
        7   0.8562578   0.2255808   1.0090000   0.9450000  26.4744346
        8   0.8639641   0.2131738   1.0075000   0.9533333  26.5683328
        9   0.8704438   0.2032257   1.0060000   0.9594444  26.6521262
       10   0.8756665   0.1949838   1.0050000   0.9650000  26.7174261
       11   0.8800448   0.1881593   1.0040000   0.9694444  26.7730197
       12   0.8835650   0.1824100   1.0035000   0.9733333  26.8150923
       13   0.8866575   0.1775458   1.0030000   0.9766667  26.8539181
       14   0.8893174   0.1734030   1.0030000   0.9794444  26.8877261
       15   0.8919854   0.1698386   1.0020000   0.9811111  26.9275432
       16   0.8937694   0.1666306   1.0020000   0.9838889  26.9459209
       17   0.8955569   0.1639460   1.0015000   0.9855556  26.9696341
       18   0.8969002   0.1615779   1.0015000   0.9872222  26.9839483
       19   0.8982456   0.1595133   1.0015000   0.9883333  27.0013545
       20   0.8995930   0.1576523   1.0010000   0.9894444  27.0208539
