iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.5752083  38.2842713
        1   0.7070000   0.5752083   1.0360000   0.9131944  25.7490631
        2   0.7324520   0.5252771   1.0215000   0.9409722  25.9696416
        3   0.7481997   0.4942711   1.0135000   0.9597222  26.1049950
        4   0.7583004   0.4743630   1.0090000   0.9715278  26.1916044
        5   0.7651251   0.4608568   1.0060000   0.9798611  26.2495745
        6   0.7697159   0.4515757   1.0045000   0.9861111  26.2866091
        7   0.7731796   0.4453038   1.0030000   0.9895833  26.3218591
        8   0.7754991   0.4406652   1.0020000   0.9930556  26.3410797
        9   0.7770501   0.4376050   1.0015000   0.9951389  26.3543468
       10   0.7782157   0.4354778   1.0010000   0.9958333  26.3660418
