iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.3697768  38.2842713
        1   0.7070000   0.3697768   1.1135000   0.7258929  23.6947476
        2   0.7872445   0.2684183   1.0635000   0.7651786  24.9508202
        3   0.8372345   0.2053880   1.0405000   0.7915179  25.7344479
        4   0.8711425   0.1625682   1.0280000   0.8107143  26.2653137
        5   0.8955345   0.1317964   1.0205000   0.8250000  26.6475050
        6   0.9138930   0.1087320   1.0155000   0.8361607  26.9361169
        7   0.9280583   0.0909174   1.0120000   0.8450893  27.1586275
        8   0.9391950   0.0768334   1.0095000   0.8517857  27.3327800
        9   0.9481174   0.0654456   1.0075000   0.8580357  27.4712643
       10   0.9552282   0.0561546   1.0065000   0.8629464  27.5794810
       11   0.9614372   0.0484584   1.0055000   0.8669643  27.6781357
       12   0.9667251   0.0420117   1.0045000   0.8700893  27.7632332
       13   0.9710754   0.0365540   1.0035000   0.8727679  27.8316995
       14   0.9744742   0.0319031   1.0035000   0.8754464  27.8813226
       15   0.9778848   0.0279295   1.0025000   0.8776786  27.9380542
       16   0.9803295   0.0245131   1.0025000   0.8794643  27.9730373
       17   0.9827804   0.0215584   1.0020000   0.8812500  28.0128101
       18   0.9847459   0.0189983   1.0020000   0.8825893  28.0428039
       19   0.9867154   0.0167677   1.0015000   0.8834821  28.0762035
       20   0.9881955   0.0148140   1.0015000   0.8848214  28.0985289
       21   0.9896778   0.0131077   1.0010000   0.8852679  28.1233919
