iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.3765000  38.2842713
        1   0.7070000   0.3765000   1.1105000   0.7331818  23.7619798
        2   0.7851235   0.2760430   1.0620000   0.7731818  24.9670756
        3   0.8338012   0.2134314   1.0400000   0.8004545  25.7177720
        4   0.8671532   0.1708421   1.0275000   0.8200000  26.2352177
        5   0.8909999   0.1400905   1.0200000   0.8345455  26.6021887
        6   0.9088199   0.1169119   1.0155000   0.8463636  26.8744282
        7   0.9229066   0.0989500   1.0120000   0.8550000  27.0932413
        8   0.9339815   0.0846023   1.0095000   0.8627273  27.2630087
        9   0.9428543   0.0729887   1.0080000   0.8690909  27.3978342
       10   0.9503972   0.0634338   1.0065000   0.8740909  27.5156290
       11   0.9565747   0.0554469   1.0055000   0.8781818  27.6104885
       12   0.9618359   0.0486925   1.0050000   0.8818182  27.6917522
       13   0.9666451   0.0429379   1.0040000   0.8845455  27.7702307
       14   0.9705117   0.0379805   1.0030000   0.8872727  27.8300203
       15   0.9734232   0.0336991   1.0030000   0.8900000  27.8695566
       16   0.9763435   0.0299922   1.0030000   0.8922727  27.9150853
       17   0.9792725   0.0267612   1.0020000   0.8936364  27.9656210
       18   0.9812310   0.0239148   1.0020000   0.8954545  27.9925528
       19   0.9831935   0.0214146   1.0015000   0.8968182  28.0230578
       20   0.9846683   0.0192050   1.0020000   0.8981818  28.0426752
       21   0.9866376   0.0172496   1.0010000   0.8990909  28.0788223
