iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.4226020  38.2842713
        1   0.7070000   0.4226020   1.0905000   0.7821429  24.2230002
        2   0.7709835   0.3305352   1.0520000   0.8239796  25.1120581
        3   0.8110746   0.2723542   1.0345000   0.8530612  25.6641975
        4   0.8390567   0.2323348   1.0240000   0.8739796  26.0554561
        5   0.8591941   0.2030559   1.0180000   0.8897959  26.3322374
        6   0.8746596   0.1806783   1.0140000   0.9025510  26.5458917
        7   0.8869048   0.1630714   1.0110000   0.9127551  26.7161700
        8   0.8966608   0.1488443   1.0090000   0.9214286  26.8498386
        9   0.9047307   0.1371493   1.0075000   0.9285714  26.9611421
       10   0.9115162   0.1273530   1.0065000   0.9346939  27.0551006
       11   0.9174410   0.1190360   1.0055000   0.9397959  27.1395116
       12   0.9224870   0.1118696   1.0045000   0.9438776  27.2105673
       13   0.9266382   0.1055912   1.0040000   0.9484694  27.2651968
       14   0.9303447   0.1001500   1.0035000   0.9515306  27.3156222
       15   0.9336009   0.0952958   1.0035000   0.9551020  27.3591795
       16   0.9368685   0.0910172   1.0030000   0.9576531  27.4088154
       17   0.9396791   0.0871629   1.0025000   0.9596939  27.4497683
       18   0.9420283   0.0836497   1.0020000   0.9622449  27.4810817
       19   0.9439124   0.0804915   1.0025000   0.9647959  27.5027888
       20   0.9462722   0.0776579   1.0015000   0.9658163  27.5411972
       21   0.9476916   0.0750032   1.0020000   0.9683673  27.5547978
       22   0.9495870   0.0726307   1.0015000   0.9693878  27.5846818
       23   0.9510113   0.0704073   1.0015000   0.9709184  27.6027355
       24   0.9524379   0.0683597   1.0015000   0.9724490  27.6226079
       25   0.9538665   0.0664764   1.0010000   0.9734694  27.6441826
