iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.4815698  38.2842713
        1   0.7070000   0.4815698   1.0675000   0.8377907  24.8126775
        2   0.7547225   0.4034547   1.0395000   0.8773256  25.3813226
        3   0.7845340   0.3539611   1.0260000   0.9046512  25.7295846
        4   0.8049319   0.3202113   1.0185000   0.9244186  25.9690261
        5   0.8198232   0.2960093   1.0135000   0.9389535  26.1481938
        6   0.8308908   0.2779390   1.0100000   0.9500000  26.2805298
        7   0.8391997   0.2640420   1.0080000   0.9587209  26.3765717
        8   0.8459133   0.2531426   1.0060000   0.9656977  26.4574668
        9   0.8509888   0.2444592   1.0050000   0.9715116  26.5141893
       10   0.8552437   0.2374950   1.0045000   0.9761628  26.5648948
       11   0.8590923   0.2318338   1.0030000   0.9796512  26.6171374
       12   0.8616696   0.2271162   1.0030000   0.9831395  26.6428583
       13   0.8642546   0.2232869   1.0020000   0.9854651  26.6776805
       14   0.8659831   0.2200415   1.0020000   0.9877907  26.6941157
       15   0.8677151   0.2173549   1.0015000   0.9895349  26.7162375
       16   0.8690166   0.2150803   1.0015000   0.9912791  26.7303051
       17   0.8703202   0.2132046   1.0010000   0.9918605  26.7484174
