iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.2761000  38.2842713
        1   0.7070000   0.2761000   1.1625000   0.6073333  22.7579798
        2   0.8218875   0.1676847   1.0805000   0.6293333  24.9233363
        3   0.8880494   0.1055296   1.0450000   0.6426667  26.1731272
        4   0.9280117   0.0678204   1.0270000   0.6510000  26.9263372
        5   0.9530680   0.0441510   1.0170000   0.6563333  27.3983438
        6   0.9692701   0.0289778   1.0105000   0.6596667  27.7048775
        7   0.9794475   0.0191157   1.0070000   0.6623333  27.8941149
        8   0.9863036   0.0126610   1.0045000   0.6636667  28.0234883
        9   0.9907420   0.0084027   1.0030000   0.6646667  28.1064413
       10   0.9937142   0.0055850   1.0020000   0.6653333  28.1623316
       11   0.9957016   0.0037159   1.0015000   0.6660000  28.1998535
       12   0.9971952   0.0024748   1.0010000   0.6660000  28.2296866
