iteration  area_1  area_2  ratio_1  ratio_2  total_weight
        0   1.0000000   1.0000000   0.7070000   0.4501630  38.2842713
        1   0.7070000   0.4501630   1.0790000   0.8086957  24.4986102
        2   0.7628530   0.3640449   1.0465000   0.8505435  25.2171901
        3   0.7983257   0.3096360   1.0305000   0.8793478  25.6764198
        4   0.8226746   0.2722778   1.0215000   0.9000000  25.9915290
        5   0.8403621   0.2450500   1.0160000   0.9157609  26.2195294
        6   0.8538079   0.2244072   1.0125000   0.9277174  26.3934059
        7   0.8644805   0.2081864   1.0095000   0.9380435  26.5330652
        8   0.8726931   0.1952879   1.0080000   0.9461957  26.6363665
        9   0.8796746   0.1847806   1.0065000   0.9527174  26.7287610
       10   0.8853925   0.1760437   1.0055000   0.9581522  26.8031181
       11   0.8902621   0.1686766   1.0045000   0.9630435  26.8671824
       12   0.8942683   0.1624429   1.0040000   0.9668478  26.9181573
       13   0.8978454   0.1570576   1.0030000   0.9706522  26.9654788
       14   0.9005389   0.1524483   1.0030000   0.9739130  26.9955705
       15   0.9032406   0.1484714   1.0025000   0.9760870  27.0322147
       16   0.9054987   0.1449210   1.0025000   0.9788043  27.0605794
       17   0.9077624   0.1418493   1.0020000   0.9804348  27.0938909
       18   0.9095779   0.1390740   1.0015000   0.9826087  27.1174885
       19   0.9109423   0.1366553   1.0015000   0.9842391  27.1318919
       20   0.9123087   0.1345015   1.0015000   0.9858696  27.1490018
       21   0.9136772   0.1326009   1.0010000   0.9869565  27.1687022
